text,emotions,emotion_encoded,cleaned_text
i suppose in some ways i should feel irritated that if she knew why didn t she do anything to help me with this lone cause i was feeling,anger,0,suppose ways feel irritated knew anything help lone cause feeling
i party wah wah wah nationalism blah yay aryans wah boo jews with there stupid brown hair blah blah should feel appreciative that we even talk to them because it makes them cool by association blah blah,joy,2,party wah wah wah nationalism blah yay aryans wah boo jews stupid brown hair blah blah feel appreciative even talk makes cool association blah blah
im feeling inspired to just wait for the movie,joy,2,im feeling inspired wait movie
i looked at sams eyes they were tough hiding the strong pent up feelings that tortured him inside,fear,1,looked sams eyes tough hiding strong pent feelings tortured inside
i got home feeling exhausted and discouraged,sadness,4,got home feeling exhausted discouraged
i feel more appreciative than worthlessness,joy,2,feel appreciative worthlessness
i see the areas where i should be doing better and i feel discouraged and condemned but i feel tempted to turn to numbing pleasures more than to despair,sadness,4,see areas better feel discouraged condemned feel tempted turn numbing pleasures despair
ive always been able to produce work despite a day job and that i suspect professional pressures might add to a feeling of artistic foment it would take quite a bit to get me out of the saddle,joy,2,ive always able produce work despite day job suspect professional pressures might add feeling artistic foment would take quite bit get saddle
i start feeling myself getting overwhelmed or frustrated i have tried to open up more about it instead of pushing it down deep slapping on a fake smile and waiting until i boil over,fear,1,start feeling getting overwhelmed frustrated tried open instead pushing deep slapping fake smile waiting boil
i feel pretty terrible physically today,sadness,4,feel pretty terrible physically today
i was left feeling a little disappointed since it all started so well and finished a little limply,sadness,4,left feeling little disappointed since started well finished little limply
i didnt feel i had put in half the effort or time and well quite frankly didnt feel like the pressure of it all,joy,2,didnt feel put half effort time well quite frankly didnt feel like pressure
i had a hard time focusing on my life and walked around feeling dazed and confused,surprise,5,hard time focusing life walked around feeling dazed confused
im feeling generous and you can have two top tips,joy,2,im feeling generous two top tips
i am also feeling a bit bitchy about the way things are when we have conversations and others are around,anger,0,also feeling bit bitchy way things conversations others around
i feel only a little bit weird about making decisions without him,surprise,5,feel little bit weird making decisions without
